Polymer Type,Unnamed: 1,Polymer,He,H2,O2,N2,CO2,CH4,Unnamed: 18,Unnamed: 19,Unnamed: 20,log10_He,log10_H2,log10_O2,log10_N2,log10_CO2,log10_CH4,log10_He_Bayesian,log10_H2_Bayesian,log10_O2_Bayesian,log10_N2_Bayesian,log10_CO2_Bayesian,log10_CH4_Bayesian,log10_He_etree,log10_H2_etree,log10_O2_etree,log10_N2_etree,log10_CO2_etree,log10_CH4_etree
Polyamides and poly(amide-imides),6FDA-12FmDA poly(amide-imide),,,,1,0.2,3.64,0.09,,Xu 1997,http://www.sciencedirect.com/science/article/pii/S0032386196005496,,,0,-0.698970004,0.561101384,-1.045757491,1.292722015,1.144612195,0,-0.698970004,0.561101384,-1.045757491,1.030383134,1.023139365,0,-0.698970004,0.561101384,-1.045757491
Polyamides and poly(amide-imides),InDCA-mPD aromatic polyamide,,17.7,,1.16,0.15,5.2,0.09,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.247973266,,0.064457989,-0.823908741,0.716003344,-1.045757491,1.247973266,1.209307021,0.064457989,-0.823908741,0.716003344,-1.045757491,1.247973266,1.206139176,0.064457989,-0.823908741,0.716003344,-1.045757491
Polyamides and poly(amide-imides),InDCA-pPD aromatic polyamide,,18.3,,1.67,0.25,8.9,0.18,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.26245109,,0.222716471,-0.602059991,0.949390007,-0.744727495,1.26245109,1.263352832,0.222716471,-0.602059991,0.949390007,-0.744727495,1.26245109,1.281527216,0.222716471,-0.602059991,0.949390007,-0.744727495
Polyamides and poly(amide-imides),InDCA-ODA aromatic polyamide,,19.2,,1.67,0.24,8.4,0.21,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.283301229,,0.222716471,-0.619788758,0.924279286,-0.677780705,1.283301229,1.299963392,0.222716471,-0.619788758,0.924279286,-0.677780705,1.283301229,1.268468435,0.222716471,-0.619788758,0.924279286,-0.677780705
Polyamides and poly(amide-imides),InDCA-BAPH aromatic polyamide,,16.9,,1.91,0.31,9.6,0.33,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.227886705,,0.281033367,-0.508638306,0.982271233,-0.48148606,1.227886705,1.264592498,0.281033367,-0.508638306,0.982271233,-0.48148606,1.227886705,1.284807375,0.281033367,-0.508638306,0.982271233,-0.48148606
Polyamides and poly(amide-imides),"InDCA-1,5-NDA aromatic polyamide",,15.8,,0.94,0.12,4.1,0.09,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.198657087,,-0.026872146,-0.920818754,0.612783857,-1.045757491,1.198657087,1.165748346,-0.026872146,-0.920818754,0.612783857,-1.045757491,1.198657087,1.103963256,-0.026872146,-0.920818754,0.612783857,-1.045757491
Polyamides and poly(amide-imides),InDCA-mDDS aromatic polyamide,,11.9,,0.53,0.06,2.2,0.04,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.075546961,,-0.27572413,-1.22184875,0.342422681,-1.397940009,1.075546961,1.006721478,-0.27572413,-1.22184875,0.342422681,-1.397940009,1.075546961,0.977403885,-0.27572413,-1.22184875,0.342422681,-1.397940009
Polyamides and poly(amide-imides),InDCA-6FpDA aromatic polyamide,,65.8,,7.35,1.36,35.3,0.91,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.818225894,,0.866287339,0.133538908,1.547774705,-0.040958608,1.818225894,1.850522878,0.866287339,0.133538908,1.547774705,-0.040958608,1.818225894,1.832300998,0.866287339,0.133538908,1.547774705,-0.040958608
Polyamides and poly(amide-imides),InDCA-TFMB aromatic polyamide,,63.2,,7.23,1.3,31.2,0.9,,Ding 2002,http://www.sciencedirect.com/science/article/pii/S0032386102002768,1.800717078,,0.859138297,0.113943352,1.494154594,-0.045757491,1.800717078,1.83314875,0.859138297,0.113943352,1.494154594,-0.045757491,1.800717078,1.821256486,0.859138297,0.113943352,1.494154594,-0.045757491
Polyamides and poly(amide-imides),APA1 aromatic polyamide,,31,,3.11,0.46,13,0.47,,Espeso 2006,http://www.sciencedirect.com/science/article/pii/S0376738806001475,1.491361694,,0.492760389,-0.337242168,1.113943352,-0.327902142,1.491361694,1.538350025,0.492760389,-0.337242168,1.113943352,-0.327902142,1.491361694,1.53990536,0.492760389,-0.337242168,1.113943352,-0.327902142
Polyamides and poly(amide-imides),APA2 aromatic polyamide,,36,,4.5,0.81,21,0.9,,Espeso 2006,http://www.sciencedirect.com/science/article/pii/S0376738806001475,1.556302501,,0.653212514,-0.091514981,1.322219295,-0.045757491,1.556302501,1.619146966,0.653212514,-0.091514981,1.322219295,-0.045757491,1.556302501,1.560168415,0.653212514,-0.091514981,1.322219295,-0.045757491
Polyamides and poly(amide-imides),APA3 aromatic polyamide,,60,,9.38,1.73,43,2.24,,Espeso 2006,http://www.sciencedirect.com/science/article/pii/S0376738806001475,1.77815125,,0.972202838,0.238046103,1.633468456,0.350248018,1.77815125,1.89079269,0.972202838,0.238046103,1.633468456,0.350248018,1.77815125,1.8058587,0.972202838,0.238046103,1.633468456,0.350248018
Polyamides and poly(amide-imides),APA4 aromatic polyamide,,49,,6.47,1.18,27,1.21,,Espeso 2006,http://www.sciencedirect.com/science/article/pii/S0376738806001475,1.69019608,,0.810904281,0.071882007,1.431363764,0.08278537,1.69019608,1.754912887,0.810904281,0.071882007,1.431363764,0.08278537,1.69019608,1.733602557,0.810904281,0.071882007,1.431363764,0.08278537
Polyamides and poly(amide-imides),APA5 aromatic polyamide,,60,,7.88,1.51,36,1.24,,Espeso 2006,http://www.sciencedirect.com/science/article/pii/S0376738806001475,1.77815125,,0.896526217,0.178976947,1.556302501,0.093421685,1.77815125,1.831255799,0.896526217,0.178976947,1.556302501,0.093421685,1.77815125,1.796193084,0.896526217,0.178976947,1.556302501,0.093421685
Polyamides and poly(amide-imides),,Trogamid TTM polyamide,4,,0.092,0.016,0.33,0.018,,Espeso 2006,http://www.sciencedirect.com/science/article/pii/S0376738806001475,0.602059991,,-1.036212173,-1.795880017,-0.48148606,-1.744727495,0.602059991,0.413090488,-1.036212173,-1.795880017,-0.48148606,-1.744727495,0.602059991,0.483861879,-1.036212173,-1.795880017,-0.48148606,-1.744727495
Polyamides and poly(amide-imides),I-6FpDA aromatic polyamid,,35,29,2.4,0.42,9,0.2,,Singh 1999,http://www.sciencedirect.com/science/article/pii/S0032386198008003,1.544068044,1.462397998,0.380211242,-0.37675071,0.954242509,-0.698970004,1.544068044,1.462397998,0.380211242,-0.37675071,0.954242509,-0.698970004,1.544068044,1.462397998,0.380211242,-0.37675071,0.954242509,-0.698970004
Polyamides and poly(amide-imides),6FDC-mPD aromatic polyamide,,31,23,2.2,0.4,8.4,0.24,,Singh 1999,http://www.sciencedirect.com/science/article/pii/S0032386198008003,1.491361694,1.361727836,0.342422681,-0.397940009,0.924279286,-0.619788758,1.491361694,1.361727836,0.342422681,-0.397940009,0.924279286,-0.619788758,1.491361694,1.361727836,0.342422681,-0.397940009,0.924279286,-0.619788758
Polyamides and poly(amide-imides),Piso-6FpDA aromatic polyamide,,48,42,5.5,1.2,21,0.78,,Singh 1999,http://www.sciencedirect.com/science/article/pii/S0032386198008003,1.681241237,1.62324929,0.740362689,0.079181246,1.322219295,-0.107905397,1.681241237,1.62324929,0.740362689,0.079181246,1.322219295,-0.107905397,1.681241237,1.62324929,0.740362689,0.079181246,1.322219295,-0.107905397
Polyamides and poly(amide-imides),I-pDDS aromatic polyamide,,5.2,4.3,0.19,0.031,0.78,0.014,,Singh 1999,http://www.sciencedirect.com/science/article/pii/S0032386198008003,0.716003344,0.633468456,-0.721246399,-1.508638306,-0.107905397,-1.853871964,0.716003344,0.633468456,-0.721246399,-1.508638306,-0.107905397,-1.853871964,0.716003344,0.633468456,-0.721246399,-1.508638306,-0.107905397,-1.853871964
Polyamides and poly(amide-imides),Piso-pDDS aromatic polyamide,,10,7.6,0.75,0.13,3.2,0.11,,Singh 1999,http://www.sciencedirect.com/science/article/pii/S0032386198008003,1,0.880813592,-0.124938737,-0.886056648,0.505149978,-0.958607315,1,0.880813592,-0.124938737,-0.886056648,0.505149978,-0.958607315,1,0.880813592,-0.124938737,-0.886056648,0.505149978,-0.958607315
Polyamides and poly(amide-imides),DBF/ISO aromatic polyamide,,4.22,,0.069,,0.32,,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,0.625312451,,-1.161150909,,-0.494850022,,0.625312451,0.384078555,-1.161150909,-2.12279195,-0.494850022,-2.563021885,0.625312451,0.474089184,-1.161150909,-1.817162329,-0.494850022,-1.863099656
Polyamides and poly(amide-imides),IDT82 aromatic polyamide,,5.3,,0.1,,0.51,,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,0.72427587,,-1,,-0.292429824,,0.72427587,0.511720811,-1,-1.94474488,-0.292429824,-2.357840666,0.72427587,0.608044005,-1,-1.797997088,-0.292429824,-1.977340834
Polyamides and poly(amide-imides),IDT55 aromatic polyamide,,8.77,,0.308,0.05,1.16,,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,0.942999593,,-0.511449283,-1.301029996,0.064457989,,0.942999593,0.767905228,-0.511449283,-1.301029996,0.064457989,-1.59041404,0.942999593,0.806376207,-0.511449283,-1.301029996,0.064457989,-1.58413604
Polyamides and poly(amide-imides),IDT28 aromatic polyamide,,14.81,,0.76,0.13,3.2,,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.170555059,,-0.119186408,-0.886056648,0.505149978,,1.170555059,1.065313348,-0.119186408,-0.886056648,0.505149978,-1.104522749,1.170555059,1.095030918,-0.119186408,-0.886056648,0.505149978,-0.895359465
Polyamides and poly(amide-imides),DBF/TERT aromatic polyamide,,19.26,,1.16,0.23,4.96,,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.284656283,,0.064457989,-0.638272164,0.695481676,,1.284656283,1.192424101,0.064457989,-0.638272164,0.695481676,-0.830873478,1.284656283,1.213382611,0.064457989,-0.638272164,0.695481676,-0.752294242
Polyamides and poly(amide-imides),HFA/ISO aromatic polyamide,,34.5,,1.68,0.25,6.5,0.13,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.537819095,,0.225309282,-0.602059991,0.812913357,-0.886056648,1.537819095,1.461110475,0.225309282,-0.602059991,0.812913357,-0.886056648,1.537819095,1.368597764,0.225309282,-0.602059991,0.812913357,-0.886056648
Polyamides and poly(amide-imides),IHT82 aromatic polyamide,,38.9,,2.25,0.35,9.13,0.17,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.589949601,,0.352182518,-0.455931956,0.960470778,-0.769551079,1.589949601,1.525203734,0.352182518,-0.455931956,0.960470778,-0.769551079,1.589949601,1.489030076,0.352182518,-0.455931956,0.960470778,-0.769551079
Polyamides and poly(amide-imides),IHT55 aromatic polyamide,,46.7,,2.86,0.44,10.21,0.26,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.669316881,,0.456366033,-0.356547324,1.009025742,-0.585026652,1.669316881,1.627193422,0.456366033,-0.356547324,1.009025742,-0.585026652,1.669316881,1.592087846,0.456366033,-0.356547324,1.009025742,-0.585026652
Polyamides and poly(amide-imides),IHT28 aromatic polyamide,,65.3,,5.32,0.9,17.87,0.57,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.814913181,,0.725911632,-0.045757491,1.252124553,-0.244125144,1.814913181,1.802372193,0.725911632,-0.045757491,1.252124553,-0.244125144,1.814913181,1.758897142,0.725911632,-0.045757491,1.252124553,-0.244125144
Polyamides and poly(amide-imides),HFA/TERT aromatic polyamide,,66.4,,5.88,1.06,22.05,0.72,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.822168079,,0.769377326,0.025305865,1.343408594,-0.142667504,1.822168079,1.822951996,0.769377326,0.025305865,1.343408594,-0.142667504,1.822168079,1.771277591,0.769377326,0.025305865,1.343408594,-0.142667504
Polyamides and poly(amide-imides),6FpDA-I,,34.5,,1.68,0.25,6.5,0.13,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.537819095,,0.225309282,-0.602059991,0.812913357,-0.886056648,1.537819095,1.461110475,0.225309282,-0.602059991,0.812913357,-0.886056648,1.537819095,1.368597764,0.225309282,-0.602059991,0.812913357,-0.886056648
Polyamides and poly(amide-imides),6FpDA-TBI,,66.4,,5.88,1.06,22.1,0.72,,Carrera-Figueiras 2007,http://dx.doi.org/10.1002/polb.21208,1.822168079,,0.769377326,0.025305865,1.344392274,-0.142667504,1.822168079,1.823095478,0.769377326,0.025305865,1.344392274,-0.142667504,1.822168079,1.770922553,0.769377326,0.025305865,1.344392274,-0.142667504
Polyamides and poly(amide-imides),,Poly(fluorenylidene terephthaloyl amide),24.7,,3,0.517,15.3,0.548,,Lopez-Nava 2002,http://dx.doi.org/10.1007/s00289-002-0094-z,1.392696953,,0.477121255,-0.286509457,1.184691431,-0.261219442,1.392696953,1.444516855,0.477121255,-0.286509457,1.184691431,-0.261219442,1.392696953,1.426610077,0.477121255,-0.286509457,1.184691431,-0.261219442
Polyamides and poly(amide-imides),,Poly(fluorenylidene isophthaloyl amide),15.8,,1.2,0.197,5.3,0.128,,Lopez-Nava 2002,http://dx.doi.org/10.1007/s00289-002-0094-z,1.198657087,,0.079181246,-0.705533774,0.72427587,-0.89279003,1.198657087,1.145209177,0.079181246,-0.705533774,0.72427587,-0.89279003,1.198657087,1.21409035,0.079181246,-0.705533774,0.72427587,-0.89279003
Polyamides and poly(amide-imides),,Poly(fluorenylidene t-butylisophthaloyl amide),53.4,,8,1.404,37.7,1.545,,Lopez-Nava 2002,http://dx.doi.org/10.1007/s00289-002-0094-z,1.727541257,,0.903089987,0.147367108,1.57634135,0.188928484,1.727541257,1.825482719,0.903089987,0.147367108,1.57634135,0.188928484,1.727541257,1.769851196,0.903089987,0.147367108,1.57634135,0.188928484
Polyamides and poly(amide-imides),TMAC-MDA poly(amide-imide),,,,0.065,0.017,0.264,0.01,,Kresse 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,,,-1.187086643,-1.769551079,-0.578396073,-2,0.313475098,0.027921307,-1.187086643,-1.769551079,-0.578396073,-2,0.22467941,-0.003970487,-1.187086643,-1.769551079,-0.578396073,-2
Polyamides and poly(amide-imides),TMAC-HDPDA poly(amide-imide),,,,0.185,0.02,0.749,0.015,,Kresse 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,,,-0.732828272,-1.698970004,-0.125518182,-1.823908741,0.640280945,0.54027814,-0.732828272,-1.698970004,-0.125518182,-1.823908741,0.623966119,0.578098539,-0.732828272,-1.698970004,-0.125518182,-1.823908741
Polyamides and poly(amide-imides),TMAC-TFA poly(amide-imide),,,,0.284,0.071,1.273,0.013,,Kresse 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,,,-0.54668166,-1.148741651,0.104828404,-1.886056648,1.133386267,0.799500579,-0.54668166,-1.148741651,0.104828404,-1.886056648,0.891324029,0.79597026,-0.54668166,-1.148741651,0.104828404,-1.886056648
Polyamides and poly(amide-imides),TMAC-FDA poly(amide-imide),,,,0.347,0.064,1.539,0.017,,Kresse 1999,http://dx.doi.org/10.1002/(SICI)1099-0488(19990815)37:16%3C2183::AID-POLB20%3E3.0.CO;2-5,,,-0.459670525,-1.193820026,0.18723862,-1.769551079,1.109093509,0.864249366,-0.459670525,-1.193820026,0.18723862,-1.769551079,0.925985909,0.838101939,-0.459670525,-1.193820026,0.18723862,-1.769551079
Polyamides and poly(amide-imides),,Torlon 4000T,5.53,4.44,0.212,0.037,0.83,0.03,,Hosseini 2009,http://www.sciencedirect.com/science/article/pii/S0376738808010314,0.742725131,0.64738297,-0.673664139,-1.431798276,-0.080921908,-1.522878745,0.742725131,0.64738297,-0.673664139,-1.431798276,-0.080921908,-1.522878745,0.742725131,0.64738297,-0.673664139,-1.431798276,-0.080921908,-1.522878745
Polyarylates,PA,polarylate,14,,1.7,0.33,7.5,0.4,,Barbari 1989,http://www.sciencedirect.com/science/article/pii/S0376738800823662,1.146128036,,0.230448921,-0.48148606,0.875061263,-0.397940009,1.146128036,1.162555716,0.230448921,-0.48148606,0.875061263,-0.397940009,1.146128036,1.291681256,0.230448921,-0.48148606,0.875061263,-0.397940009
Polyarylates,TMBPA-tBI PAR,,79,104,12,2.5,53,2.79,,Wright 1997,http://www.sciencedirect.com/science/article/pii/S0376738896002153,1.897627091,2.017033339,1.079181246,0.397940009,1.72427587,0.445604203,1.897627091,2.017033339,1.079181246,0.397940009,1.72427587,0.445604203,1.897627091,2.017033339,1.079181246,0.397940009,1.72427587,0.445604203
Polyarylates,Bis A PAR (I/T= 1.0),Bis A polyarylate (I/T= 1.0),6.5,,0.52,0.0912,2.3,0.105,,Guzman-Gutierrez 2007,http://www.sciencedirect.com/science/article/pii/S0376738807005832,0.812913357,,-0.283996656,-1.040005162,0.361727836,-0.978810701,0.812913357,0.769026567,-0.283996656,-1.040005162,0.361727836,-0.978810701,0.812913357,0.788735763,-0.283996656,-1.040005162,0.361727836,-0.978810701
Polyarylates,TMBisA PAR (I/T = 1.0),TMBisA Polyarylate (I/T = 1.0),40,,3.6,0.59,14,0.583,,Guzman-Gutierrez 2007,http://www.sciencedirect.com/science/article/pii/S0376738807005832,1.602059991,,0.556302501,-0.229147988,1.146128036,-0.234331445,1.602059991,1.629776414,0.556302501,-0.229147988,1.146128036,-0.234331445,1.602059991,1.609730039,0.556302501,-0.229147988,1.146128036,-0.234331445
Polyarylates,HFBis A PAR (I/T = 1.0),HFBis A polyarylate (I/T = 1.0),51,,6,1.304,27,1.125,,Guzman-Gutierrez 2007,http://www.sciencedirect.com/science/article/pii/S0376738807005832,1.707570176,,0.77815125,0.115277591,1.431363764,0.051152522,1.707570176,1.732127092,0.77815125,0.115277591,1.431363764,0.051152522,1.707570176,1.743912976,0.77815125,0.115277591,1.431363764,0.051152522
Polyarylates,TMHFBis A PAR (I/T = 1.0),TMHFBis A polyarylate (I/T = 1.0),182,,16,2.81,55,1.72,,Guzman-Gutierrez 2007,http://www.sciencedirect.com/science/article/pii/S0376738807005832,2.260071388,,1.204119983,0.44870632,1.740362689,0.235528447,2.260071388,2.29006718,1.204119983,0.44870632,1.740362689,0.235528447,2.260071388,1.985621376,1.204119983,0.44870632,1.740362689,0.235528447
Polyarylates,Bis A-I PAR,,15.1,,1.45,0.272,5.6,0.268,,Pessan 1993,http://dx.doi.org/10.1002/polb.1993.090310919,1.178976947,,0.161368002,-0.565431096,0.748188027,-0.571865206,1.178976947,1.155536566,0.161368002,-0.565431096,0.748188027,-0.571865206,1.178976947,1.203631864,0.161368002,-0.565431096,0.748188027,-0.571865206
Polyarylates,Bis A-T PAR,,16.8,,2.54,0.63,11.6,0.678,,Pessan 1993,http://dx.doi.org/10.1002/polb.1993.090310919,1.225309282,,0.404833717,-0.200659451,1.064457989,-0.168770306,1.225309282,1.230698189,0.404833717,-0.200659451,1.064457989,-0.168770306,1.225309282,1.264360666,0.404833717,-0.200659451,1.064457989,-0.168770306
Polyarylates,Polyarylate PT1,,,10.4,1.6,0.282,6.91,0.365,,Zhang 1993,http://dx.doi.org/10.1021/ma00078a010,,1.017033339,0.204119983,-0.549750892,0.839478047,-0.437707136,1.025481592,1.017033339,0.204119983,-0.549750892,0.839478047,-0.437707136,1.013746983,1.017033339,0.204119983,-0.549750892,0.839478047,-0.437707136
Polyarylates,Polyarylate PT2,,,37.1,5.54,1.37,22.2,1.39,,Zhang 1993,http://dx.doi.org/10.1021/ma00078a010,,1.56937391,0.743509765,0.136720567,1.346352974,0.1430148,1.555528997,1.56937391,0.743509765,0.136720567,1.346352974,0.1430148,1.593647003,1.56937391,0.743509765,0.136720567,1.346352974,0.1430148
Polyarylates,Bis A-T PAR,,14,,1.88,0.37,8,0.4,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,1.146128036,,0.274157849,-0.431798276,0.903089987,-0.397940009,1.146128036,1.157722378,0.274157849,-0.431798276,0.903089987,-0.397940009,1.146128036,1.23635026,0.274157849,-0.431798276,0.903089987,-0.397940009
Polyarylates,DMBis A-T PAR,,18,,1.12,0.23,5.8,0.17,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,1.255272505,,0.049218023,-0.638272164,0.763427994,-0.769551079,1.255272505,1.183155021,0.049218023,-0.638272164,0.763427994,-0.769551079,1.255272505,1.22861281,0.049218023,-0.638272164,0.763427994,-0.769551079
Polyarylates,TMBis A-T PAR,,50,,7.3,1.43,4.7,1.32,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,1.698970004,,0.86332286,0.155336037,0.672097858,0.120573931,1.698970004,1.637295893,0.86332286,0.155336037,0.672097858,0.120573931,1.698970004,1.466112267,0.86332286,0.155336037,0.672097858,0.120573931
Polyarylates,Ppha-T PAR,,16.2,,2.15,0.41,11.7,0.47,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,1.209515015,,0.33243846,-0.387216143,1.068185862,-0.327902142,1.209515015,1.250487527,0.33243846,-0.387216143,1.068185862,-0.327902142,1.209515015,1.244815894,0.33243846,-0.387216143,1.068185862,-0.327902142
Polyarylates,o-Cp-T PAR,,13.3,,1.04,0.15,5,0.18,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,1.123851641,,0.017033339,-0.823908741,0.698970004,-0.744727495,1.123851641,1.13988839,0.017033339,-0.823908741,0.698970004,-0.744727495,1.123851641,1.114908423,0.017033339,-0.823908741,0.698970004,-0.744727495
Polyarylates,Bis A-I PAR,,8.8,,0.49,0.09,2.1,,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,0.944482672,,-0.30980392,-1.045757491,0.322219295,,0.944482672,0.831508553,-0.30980392,-1.045757491,0.322219295,-1.194417785,0.944482672,0.909928222,-0.30980392,-1.045757491,0.322219295,-1.056395432
Polyarylates,DMBis A??I PAR,,8.8,,0.46,0.076,2.5,0.044,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,0.944482672,,-0.337242168,-1.119186408,0.397940009,-1.356547324,0.944482672,0.836332699,-0.337242168,-1.119186408,0.397940009,-1.356547324,0.944482672,0.90375089,-0.337242168,-1.119186408,0.397940009,-1.356547324
Polyarylates,TMBis A-I PAR,,37,,3.5,0.68,24,0.53,,Kharul 1998,http://www.sciencedirect.com/science/article/pii/S0032386197003868,1.568201724,,0.544068044,-0.167491087,1.380211242,-0.27572413,1.568201724,1.591910242,0.544068044,-0.167491087,1.380211242,-0.27572413,1.568201724,1.603102818,0.544068044,-0.167491087,1.380211242,-0.27572413
Polyarylates,Bis A-I/T (1/1) PAR,Bis A-I/T (1/1) polyarylate,160,,1.4,0.33,7.3,0.4,,Houde 1995,http://www.sciencedirect.com/science/article/pii/0376738895003246,2.204119983,,0.146128036,-0.48148606,0.86332286,-0.397940009,2.204119983,2.072405073,0.146128036,-0.48148606,0.86332286,-0.397940009,2.204119983,1.42569144,0.146128036,-0.48148606,0.86332286,-0.397940009
Polyarylates,Bis MEK-I/T (1/1) PAR,Bis MEK-I/T (1/1) polyarylate,12.8,,1.6,0.24,4.6,0.57,,Houde 1995,http://www.sciencedirect.com/science/article/pii/0376738895003246,1.10720997,,0.204119983,-0.619788758,0.662757832,-0.244125144,1.10720997,1.184756196,0.204119983,-0.619788758,0.662757832,-0.244125144,1.10720997,1.162663388,0.204119983,-0.619788758,0.662757832,-0.244125144
Polyarylates,Bis MIBK-I/T (1/1) PAR,Bis MIBK-I/T (1/1) polyarylate,29,,3.5,0.57,15.9,1.71,,Houde 1995,http://www.sciencedirect.com/science/article/pii/0376738895003246,1.462397998,,0.544068044,-0.244125144,1.201397124,0.23299611,1.462397998,1.609164159,0.544068044,-0.244125144,1.201397124,0.23299611,1.462397998,1.441214311,0.544068044,-0.244125144,1.201397124,0.23299611
Polyarylates,Bis Aceto-I/T (1/1) PAR,Bis Aceto-I/T (1/1) polyarylate,15.9,,2.1,0.32,10.8,0.74,,Houde 1995,http://www.sciencedirect.com/science/article/pii/0376738895003246,1.201397124,,0.322219295,-0.494850022,1.033423755,-0.13076828,1.201397124,1.325316097,0.322219295,-0.494850022,1.033423755,-0.13076828,1.201397124,1.236034842,0.322219295,-0.494850022,1.033423755,-0.13076828
Polyarylates,Bis Lev-I/T (1/1) PAR,Bis Lev-I/T (1/1) polyarylate,9.5,,0.76,0.17,3.5,0.31,,Houde 1995,http://www.sciencedirect.com/science/article/pii/0376738895003246,0.977723605,,-0.119186408,-0.769551079,0.544068044,-0.508638306,0.977723605,0.961625856,-0.119186408,-0.769551079,0.544068044,-0.508638306,0.977723605,0.952674284,-0.119186408,-0.769551079,0.544068044,-0.508638306
Polyarylates,Bis A-I PAR,Bis A-I polyarylate,,,1.45,0.274,7.1,0.309,,Villegas-Coss 2006,http://dx.doi.org/10.1002/polb.20690,,,0.161368002,-0.562249437,0.851258349,-0.510041521,1.130742785,1.138406007,0.161368002,-0.562249437,0.851258349,-0.510041521,1.178662021,1.199467458,0.161368002,-0.562249437,0.851258349,-0.510041521
Polyarylates,"Bis A/1,1 bi 2-naphthol (1/1)-I PAR","Bis A/1,1 bi 2-naphthol (1/1)-I polyarylate",,,0.93,0.139,4,0.148,,Villegas-Coss 2006,http://dx.doi.org/10.1002/polb.20690,,,-0.031517051,-0.8569852,0.602059991,-0.829738285,1.027478414,1.022591044,-0.031517051,-0.8569852,0.602059991,-0.829738285,1.138243973,1.090611621,-0.031517051,-0.8569852,0.602059991,-0.829738285
Polyarylates,Bis A-T PAR,Bis A-T polyarylate,,,2.54,0.635,12.5,0.735,,Villegas-Coss 2006,http://dx.doi.org/10.1002/polb.20690,,,0.404833717,-0.197226275,1.096910013,-0.133712661,1.282148043,1.291236864,0.404833717,-0.197226275,1.096910013,-0.133712661,1.367566562,1.376267785,0.404833717,-0.197226275,1.096910013,-0.133712661
Polyarylates,"Bis A/1,1 bi 2-naphthol (1/1)-T PAR","Bis A/1,1 bi 2-naphthol (1/1)-T polyarylate",,,2.04,0.364,9.9,0.471,,Villegas-Coss 2006,http://dx.doi.org/10.1002/polb.20690,,,0.309630167,-0.438898616,0.995635195,-0.326979093,1.203633802,1.25186338,0.309630167,-0.438898616,0.995635195,-0.326979093,1.190882767,1.23401138,0.309630167,-0.438898616,0.995635195,-0.326979093
Polyarylates,Bis A-I PAR,,13.4,,1.33,0.241,5.4,0.233,,Pixton 1995,http://dx.doi.org/10.1002/polb.1995.090330717,1.127104798,,0.123851641,-0.617982957,0.73239376,-0.632644079,1.127104798,1.107513658,0.123851641,-0.617982957,0.73239376,-0.632644079,1.127104798,1.217613589,0.123851641,-0.617982957,0.73239376,-0.632644079
Polyarylates,Bis A-tBI PAR,,34.3,,5.95,1.197,24.2,1.43,,Pixton 1995,http://dx.doi.org/10.1002/polb.1995.090330717,1.53529412,,0.774516966,0.07809415,1.383815366,0.155336037,1.53529412,1.609275163,0.774516966,0.07809415,1.383815366,0.155336037,1.53529412,1.601280629,0.774516966,0.07809415,1.383815366,0.155336037
Polyarylates,HFBis A-I PAR,,47.8,,5.23,1.1,19.1,0.799,,Pixton 1995,http://dx.doi.org/10.1002/polb.1995.090330717,1.679427897,,0.718501689,0.041392685,1.281033367,-0.097453221,1.679427897,1.670880058,0.718501689,0.041392685,1.281033367,-0.097453221,1.679427897,1.567960202,0.718501689,0.041392685,1.281033367,-0.097453221
